NIST Atomic Spectra Database Lines Data
Cd : 353 Lines of Data Found  Example of how to reference these results:
Ralchenko, Yu., Kramida, A.E., Reader, J., and NIST ASD Team (2011). NIST Atomic 
Spectra Database (ver. 4.1.0), [Online]. Available: http://physics.nist.gov/asd 
[2012, June 26]. National Institute of Standards and Technology, Gaithersburg, 
MD.  
Wavelength in: vacuum 
Highest relative intensity: 2000 

Query NIST Bibliographic Databases for 
Cd (new window) 
Cd Energy Levels  
Cd Line Wavelengths and Classification  
Cd Transition Probabilities  

-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |     Observed  |       Ritz    |  Rel. |    Aki    | Acc. |          Ei           Ek          |     Configurations       |    Terms   |  Ji   Jk    | gi   gk |Type|    TP  |      Line  |
          |    Wavelength |    Wavelength |  Int. |    s^-1   |      |         (eV)         (eV)         |                          |            |             |         |    |   Ref. |      Ref.  |
          |     Vac (nm)  |     Vac (nm)  |  (?)  |           |      |                                   |                          |            |             |         |    |        |            |
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Cd III    |    173.900    |               |    25 |           |      |                                   |                          |            |             |         |    |        |     L3540  |
Cd III    |    174.569    |               |     5 |           |      |                                   |                          |            |             |         |    |        |     L3540  |
Cd III    |    174.767    |               |    40 |           |      |                                   |                          |            |             |         |    |        |     L3540  |
          |               |               |       |           |      |                                   |                          |            |             |         |    |        |            |
Cd III    |    174.815    |               |    15 |           |      |                                   |                          |            |             |         |    |        |     L3540  |
Cd III    |    176.882    |               |    30 |           |      |                                   |                          |            |             |         |    |        |     L3540  |
Cd III    |    177.306    |               |    40 |           |      |                                   |                          |            |             |         |    |        |     L3540  |
Cd II     |    178.584    |               |   100 |           |      |                                   |                          |            |             |         |    |        |     L3540  |
Cd III    |    178.919    |               |    30 |           |      |                                   |                          |            |             |         |    |        |     L3540  |
          |               |               |       |           |      |                                   |                          |            |             |         |    |        |            |
Cd III    |    179.340    |               |    75 |           |      |                                   |                          |            |             |         |    |        |     L3540  |
Cd III    |    179.610    |               |    15 |           |      |                                   |                          |            |             |         |    |        |     L3540  |
Cd III    |    180.057    |               |     5 |           |      |                                   |                          |            |             |         |    |        |     L3540  |
Cd III    |    182.341    |               |    40 |           |      |                                   |                          |            |             |         |    |        |     L3540  |
Cd II     |    182.770    |               |   100 |           |      |                                   |                          |            |             |         |    |        |     L3540  |
          |               |               |       |           |      |                                   |                          |            |             |         |    |        |            |
Cd III    |    184.466    |               |    50 |           |      |                                   |                          |            |             |         |    |        |     L3540  |
Cd III    |    185.113    |               |    40 |           |      |                                   |                          |            |             |         |    |        |     L3540  |
Cd III    |    185.137    |               |    20 |           |      |                                   |                          |            |             |         |    |        |     L3540  |
Cd III    |    185.585    |               |    40 |           |      |                                   |                          |            |             |         |    |        |     L3540  |
Cd III    |    185.667    |               |   200 |           |      |                                   |                          |            |             |         |    |        |     L3540  |
          |               |               |       |           |      |                                   |                          |            |             |         |    |        |            |
Cd III    |    187.408    |               |   150 |           |      |                                   |                          |            |             |         |    |        |     L3540  |
Cd III    |    188.649    |               |    15 |           |      |                                   |                          |            |             |         |    |        |     L3540  |
Cd III    |    190.348    |               |    15 |           |      |                                   |                          |            |             |         |    |        |     L3540  |
Cd III    |    190.998    |               |    25 |           |      |                                   |                          |            |             |         |    |        |     L3540  |
Cd III    |    191.057    |               |    15 |           |      |                                   |                          |            |             |         |    |        |     L3540  |
          |               |               |       |           |      |                                   |                          |            |             |         |    |        |            |
Cd II     |    192.223    |               |   300 |           |      |                                   |                          |            |             |         |    |        |     L3540  |
Cd III    |    193.959    |               |    10 |           |      |                                   |                          |            |             |         |    |        |     L3540  |
Cd II     |    194.354    |               |   100 |           |      |                                   |                          |            |             |         |    |        |     L3540  |
Cd II     |    196.554    |               |    40 |           |      |                                   |                          |            |             |         |    |        |     L3540  |
Cd II     |    198.689    |               |    30 |           |      |                                   |                          |            |             |         |    |        |     L3540  |
          |               |               |       |           |      |                                   |                          |            |             |         |    |        |            |
Cd III    |    198.881    |               |    15 |           |      |                                   |                          |            |             |         |    |        |     L3540  |
Cd II     |    199.543    |               |   200 |           |      |                                   |                          |            |             |         |    |        |     L3540  |
Cd III    |    200.125    |               |    20 |           |      |                                   |                          |            |             |         |    |        |     L3540  |
Cd III    |    200.472    |               |    15 |           |      |                                   |                          |            |             |         |    |        |     L3540  |
Cd II     |    200.814    |               |   100 |           |      |                                   |                          |            |             |         |    |        |     L3540  |
          |               |               |       |           |      |                                   |                          |            |             |         |    |        |            |
Cd III    |    201.677    |               |    15 |           |      |                                   |                          |            |             |         |    |        |     L3540  |
Cd II     |    203.310    |               |    50 |           |      |                                   |                          |            |             |         |    |        |     L3540  |
Cd II     |    203.688    |               |    75 |           |      |                                   |                          |            |             |         |    |        |     L3540  |
Cd III    |    204.049    |               |    40 |           |      |                                   |                          |            |             |         |    |        |     L3540  |
Cd III    |    204.627    |               |    50 |           |      |                                   |                          |            |             |         |    |        |     L3540  |
          |               |               |       |           |      |                                   |                          |            |             |         |    |        |            |
Cd III    |    206.191    |               |    10 |           |      |                                   |                          |            |             |         |    |        |     L3540  |
Cd III    |    208.857    |               |    75 |           |      |                                   |                          |            |             |         |    |        |     L3540  |
